SKU;Name;Color;Category;Category position;Brand;Seller;Balance;Comments;Rating;Final Price;Min price;Max price;Average price;Base price;Basic Sale;Basic Sale Price;Promo Sale;SPP;SPP Price;Revenue potential;Lost profit;Lost profit percent;Days in stock;Days with sales;Average if in stock;Sales;Sales per day average;Revenue
216061;Ручка шариковая;серебристый;Канцтовары/Письменные принадлежности/Ручка;8278;Pierre Cardin..;ООО МИР;11;12;4;697;697;697;0;697;25;930;0;2;683;0;0;0;30;0;0;0;0;0
216079;Шариковая ручка;серебристый;Канцтовары/Письменные принадлежности/Ручка;-1;Pierre Cardin..;ООО МИР;0;14;5;2970;2970;2970;2970;2970;25;3960;0;5;2821;8910;5940;66.666666666667;10;1;0;1;0.033333333333333;2970
216091;Перьевая ручка;черный, серебристый;Мужчинам/Подарки мужчинам/Коллеге/Ручка;-1;Pierre Cardin..;ООО МИР;0;2;3;1725;1610;1725;1725;1725;25;2300;0;5;1638;2464;739;30;21;1;0;1;0.033333333333333;1725
217944;Наколенник Performance Kneepad;белый;Спорт/Командные виды спорта/Волейбол;50;ASICS;ООО Вайлдберриз;1039;63;4;665;605;665;650.83333333333;665;26;899;0;2;651;46860;0;0;30;26;2.4;72;2.4;46860
217945;Наколенник Performance Kneepad;черный;Спорт/Командные виды спорта/Волейбол;13;ASICS;ООО Вайлдберриз;659;200;5;674;674;674;674;674;25;899;0;2;660;126038;0;0;30;30;6.2333333333333;187;6.2333333333333;126038
219053;Конструктор LEGO DUPLO Classic 2304 Большая строительная пластина / платформа, для малышей;зеленый;Игрушки/Конструкторы/Конструктор LEGO;12;LEGO;ООО Вайлдберриз;2285;1402;5;714;714;1143;837.69488536155;714;45;1299;0;2;700;474973;0;0;30;30;18.9;567;18.9;474973
219790;Подсвечник;золотистый;Женщинам/Подарки женщинам/Подруге/Подсвечник;69;Юнион;ИП Дабагян Вилен Артурович;2;2;5;1177;1035;1433;0;1239;30;1770;5;5;1118;0;0;0;30;0;0;0;0;0
225563;Платье;черный;Premium/Женщинам/Одежда/Платья, сарафаны, юбки/Платье;2827;APART;ООО Вайлдберриз;1;12;4;4844;4844;4844;0;4844;60;12110;0;5;4601;0;0;0;30;0;0;0;0;0
226576;Фруктовница;золотистый;Дом/Кухня/Тарелки и блюда/Фруктовница;541;Юнион;ИП Дабагян Вилен Артурович;2;3;3;4124;4124;4124;0;4582;35;7050;10;5;3918;0;0;0;30;0;0;0;0;0
230860;Статуэтка ''Девушка С Корзинкой'';голубой;Дом/Предметы интерьера/Статуэтки, снежные шары, фигурки/Статуэтка;4423;Pavone;ООО АРТ ИСТ;2;2;2;10694;6142;10694;0;11025;30;15750;3;5;10159;0;0;0;30;0;0;0;0;0
235121;Кеды Chuck Taylor As Core;красный;Обувь/Мужская/Кеды и кроссовки/Кеды;543;Converse;ООО Орбико Стайл;60;214;4;6300;4013;6300;4508.5769230769;6300;0;6300;0;5;5985;117223;0;0;30;15;0.86666666666667;26;0.86666666666667;117223
235122;Кеды Chuck Taylor As Core;темно-синий;Обувь/Мужская/Кеды и кроссовки/Кеды;79;Converse;ООО Орбико Стайл;194;231;4;6300;4851;6300;5922;6300;0;6300;0;5;5985;408618;0;0;30;27;2.3;69;2.3;408618
241103;Постельное белье евро/жаккард;светло-бежевый;Постельные принадлежности/Постельное белье;2169;Asabella;ООО Асабелла-Лайф;8;28;5;13295;13295;13295;13295;15642;10;17380;15;5;12630;79770;0;0;30;6;0.2;6;0.2;79770
241104;Постельное белье семейное, жаккард. сатин, вышивка, 2 нав. 50х70, шампань;светло-бежевый;Постельные принадлежности/Постельное белье;3967;Asabella;ООО Асабелла-Лайф;6;8;3;17113;17113;17113;17113;20133;10;22370;15;5;16257;17113;0;0;30;1;0.033333333333333;1;0.033333333333333;17113
241135;Постельное белье евро, люкс-сатин, букле, 2 нав. 50х70, белый;белый;Дом/Спальня/Постельные принадлежности/Постельное белье;-1;Asabella;ООО Асабелла-Лайф;0;44;5;11343;11343;11343;11343;13345;10;14828;15;5;10776;291677;155561;53.333333333333;14;7;0.57142857142857;12;0.4;136116
241137;Постельное белье евро, люкс-сатин, шитьё, 2 нав. 50х70, белый;белый;Постельные принадлежности/Постельное белье;691;Asabella;ООО Асабелла-Лайф;2;9;4;15642;15642;15642;15642;15642;10;17380;0;5;14859;62568;0;0;30;4;0.13333333333333;4;0.13333333333333;62568
